birth,death,dimension
0.000000000000000000e+00,1.737814769148826599e-02,0.000000000000000000e+00
0.000000000000000000e+00,2.130727656185626984e-02,0.000000000000000000e+00
0.000000000000000000e+00,3.355592489242553711e-02,0.000000000000000000e+00
0.000000000000000000e+00,3.468428924679756165e-02,0.000000000000000000e+00
0.000000000000000000e+00,3.511409834027290344e-02,0.000000000000000000e+00
0.000000000000000000e+00,3.602776676416397095e-02,0.000000000000000000e+00
0.000000000000000000e+00,3.676955401897430420e-02,0.000000000000000000e+00
0.000000000000000000e+00,4.197618365287780762e-02,0.000000000000000000e+00
0.000000000000000000e+00,4.701063781976699829e-02,0.000000000000000000e+00
0.000000000000000000e+00,4.733920097351074219e-02,0.000000000000000000e+00
0.000000000000000000e+00,5.323532596230506897e-02,0.000000000000000000e+00
0.000000000000000000e+00,5.561474710702896118e-02,0.000000000000000000e+00
0.000000000000000000e+00,5.586590990424156189e-02,0.000000000000000000e+00
0.000000000000000000e+00,5.632051080465316772e-02,0.000000000000000000e+00
0.000000000000000000e+00,6.248999759554862976e-02,0.000000000000000000e+00
0.000000000000000000e+00,6.280923634767532349e-02,0.000000000000000000e+00
0.000000000000000000e+00,6.300000101327896118e-02,0.000000000000000000e+00
0.000000000000000000e+00,6.437391042709350586e-02,0.000000000000000000e+00
0.000000000000000000e+00,6.460650265216827393e-02,0.000000000000000000e+00
0.000000000000000000e+00,6.757218390703201294e-02,0.000000000000000000e+00
0.000000000000000000e+00,6.794115155935287476e-02,0.000000000000000000e+00
0.000000000000000000e+00,6.809552013874053955e-02,0.000000000000000000e+00
0.000000000000000000e+00,6.859300285577774048e-02,0.000000000000000000e+00
0.000000000000000000e+00,6.979971379041671753e-02,0.000000000000000000e+00
0.000000000000000000e+00,7.002856582403182983e-02,0.000000000000000000e+00
0.000000000000000000e+00,7.142828404903411865e-02,0.000000000000000000e+00
0.000000000000000000e+00,7.455199211835861206e-02,0.000000000000000000e+00
0.000000000000000000e+00,7.619055360555648804e-02,0.000000000000000000e+00
0.000000000000000000e+00,7.654410600662231445e-02,0.000000000000000000e+00
0.000000000000000000e+00,7.922121137380599976e-02,0.000000000000000000e+00
0.000000000000000000e+00,8.007496595382690430e-02,0.000000000000000000e+00
0.000000000000000000e+00,8.036790043115615845e-02,0.000000000000000000e+00
0.000000000000000000e+00,8.161494880914688110e-02,0.000000000000000000e+00
0.000000000000000000e+00,8.298192918300628662e-02,0.000000000000000000e+00
0.000000000000000000e+00,8.458723127841949463e-02,0.000000000000000000e+00
0.000000000000000000e+00,8.498235046863555908e-02,0.000000000000000000e+00
0.000000000000000000e+00,8.548684418201446533e-02,0.000000000000000000e+00
0.000000000000000000e+00,8.574963361024856567e-02,0.000000000000000000e+00
0.000000000000000000e+00,8.826097846031188965e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.009994566440582275e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.082951396703720093e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.091754257678985596e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.195651113986968994e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.262289106845855713e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.375499933958053589e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.391485154628753662e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.483142942190170288e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.516301751136779785e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.722653776407241821e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.726767241954803467e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.731392562389373779e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.015184745192527771e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.022545844316482544e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.022643595933914185e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.024158224463462830e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.030000001192092896e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.075313910841941833e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.084896326065063477e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.085218861699104309e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.107113361358642578e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.147867590188980103e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.148956045508384705e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.166619062423706055e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.182032153010368347e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.195742413401603699e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.199208050966262817e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.227558553218841553e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.235070824623107910e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.238749399781227112e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.258451491594314575e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.286040395498275757e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.286468058824539185e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.303418576717376709e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.314001530408859253e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.333116590976715088e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.336001455783843994e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.337684541940689087e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.337946206331253052e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.348665952682495117e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.351480633020401001e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.359926462173461914e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.363084763288497925e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.367954611778259277e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.378296017646789551e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.387083232402801514e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.404314786195755005e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.420352011919021606e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.422286927700042725e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.429020613431930542e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.435060948133468628e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.437497884035110474e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.445060521364212036e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.446720361709594727e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.449999958276748657e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.450034528970718384e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.454819589853286743e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.455128788948059082e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.459212154150009155e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.459657549858093262e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.462087482213973999e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.476956307888031006e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.483879983425140381e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.499799937009811401e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.501599103212356567e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.514760702848434448e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.515849530696868896e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.516443192958831787e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.525155752897262573e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.527939736843109131e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.544797718524932861e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.555924117565155029e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.559519171714782715e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.562945991754531860e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.571655124425888062e-01,0.000000000000000000e+00
