Persistence Entropy (H0),Persistence Entropy (H1),Number of Points (H0),Number of Points (H1),Bottleneck Amplitude (H0),Bottleneck Amplitude (H1),Wasserstein Amplitude (H0),Wasserstein Amplitude (H1),Landscape Amplitude (H0),Landscape Amplitude (H1),Persistence Image Amplitude (H0),Persistence Image Amplitude (H1),Betti Amplitude (H0),Betti Amplitude (H1),Heat Amplitude (H0),Heat Amplitude (H1)
9.483240675488215,6.80939994829488,999.0,215.5,2.8616544008255005,2.17218416929245,18.58025497588821,5.307641485930217,3.952373629432169,3.011093067502327,1037.5834220461545,127.10243809588383,718.226392889195,39.77992759308387,1352.9704837018503,122.20482651533322
