Persistence Entropy (H0),Persistence Entropy (H1),Number of Points (H0),Number of Points (H1),Bottleneck Amplitude (H0),Bottleneck Amplitude (H1),Wasserstein Amplitude (H0),Wasserstein Amplitude (H1),Landscape Amplitude (H0),Landscape Amplitude (H1),Persistence Image Amplitude (H0),Persistence Image Amplitude (H1),Betti Amplitude (H0),Betti Amplitude (H1),Heat Amplitude (H0),Heat Amplitude (H1)
9.475789550667713,6.7783877080956465,999.0,216.0,2.8121848106384277,2.36825031042099,18.692205389325252,5.499618233967814,3.8504416455663097,3.4914979184509276,1032.718579631775,125.54309969934445,715.8880967225889,41.43353693937057,1336.4499380409093,125.76610650221386
